date,RUB=X,GC=F,CNY=X,CL=F,ES=F
2022-03-02,108.47949981689453,1920.9000244140625,6.311500072479248,110.5999984741211,4381.75
2022-03-03,102.71499633789062,1934.4000244140625,6.3196001052856445,107.66999816894531,4359.25
2022-03-04,109.46499633789062,1965.0999755859375,6.319200038909912,115.68000030517578,4327.25
2022-03-07,108.84510040283203,1993.9000244140625,6.316699981689453,119.4000015258789,4198.5
2022-03-08,138.96510314941406,2040.0999755859375,6.319300174713135,123.69999694824219,4168.75
2022-03-09,129.96499633789062,1985.9000244140625,6.317599773406982,108.69999694824219,4275.25
2022-03-10,138.71499633789062,1998.0999755859375,6.3165998458862305,106.0199966430664,4257.25
2022-03-11,133.46499633789062,1982.699951171875,6.320799827575684,109.33000183105469,4201.5
2022-03-14,132.0886993408203,1959.5999755859375,6.338699817657471,103.01000213623047,4172.0
2022-03-15,119.96499633789062,1928.5,6.364500045776367,96.44000244140625,4262.0
2022-03-16,108.27749633789062,1908.0,6.369100093841553,95.04000091552734,4358.0
2022-03-17,100.96510314941406,1942.0999755859375,6.351200103759766,102.9800033569336,4410.25
2022-03-18,103.08999633789062,1928.199951171875,6.3454999923706055,104.69999694824219,4409.35009765625
2022-03-21,132.0886993408203,1928.5999755859375,6.360199928283691,112.12000274658203,4452.25
2022-03-22,106.61499786376953,1920.699951171875,6.354499816894531,111.76000213623047,4505.0
2022-03-23,105.96499633789062,1936.5999755859375,6.365300178527832,114.93000030517578,4447.5
2022-03-24,96.71499633789062,1961.5999755859375,6.371300220489502,112.33999633789062,4512.5
2022-03-25,102.21499633789062,1953.800048828125,6.366300106048584,113.9000015258789,4536.5
2022-03-27,100.83999633789062,,6.365200042724609,,
2022-03-28,97.96510314941406,1939.5999755859375,6.370699882507324,105.95999908447266,4568.0
2022-03-29,87.46499633789062,1912.0,6.363100051879883,104.23999786376953,4625.5
2022-03-30,83.46499633789062,1933.5,6.346199989318848,107.81999969482422,4596.0
2022-03-31,81.71499633789062,1949.199951171875,6.338900089263916,100.27999877929688,4530.75
2022-04-01,,1919.0999755859375,,99.2699966430664,4539.25
2022-04-03,84.21499633789062,,6.362100124359131,,
2022-04-04,83.71499633789062,1929.199951171875,6.362400054931641,103.27999877929688,4577.75
2022-04-05,83.96499633789062,1922.9000244140625,6.363100051879883,101.95999908447266,4520.25
2022-04-06,82.08999633789062,1918.4000244140625,6.358500003814697,96.2300033569336,4475.75
2022-04-07,79.21499633789062,1933.800048828125,6.3597002029418945,96.02999877929688,4496.25
2022-04-08,,1941.5999755859375,,98.26000213623047,4483.5
2022-04-10,85.08999633789062,,6.363999843597412,,
2022-04-11,83.46499633789062,1944.300048828125,6.36870002746582,94.29000091552734,4409.0
2022-04-12,85.33999633789062,1972.0999755859375,6.364999771118164,100.5999984741211,4393.0
2022-04-13,82.38999938964844,1981.0,6.367199897766113,104.25,4442.25
2022-04-14,82.58999633789062,1970.9000244140625,6.377399921417236,106.94999694824219,4387.5
2022-04-17,80.71499633789062,,6.370200157165527,,
2022-04-18,81.08999633789062,1982.9000244140625,6.366199970245361,108.20999908447266,4386.75
2022-04-19,80.96499633789062,1955.699951171875,6.392399787902832,102.55999755859375,4459.25
2022-04-20,82.73999786376953,1952.300048828125,6.417699813842773,102.75,4455.5
2022-04-21,80.83999633789062,1944.9000244140625,6.4492998123168945,103.79000091552734,4390.5
2022-04-22,,1931.0,,102.06999969482422,4267.25
2022-04-24,77.33999633789062,,6.50029993057251,,
2022-04-25,75.73999786376953,1893.199951171875,6.5578999519348145,98.54000091552734,4292.75
2022-04-26,74.21499633789062,1901.4000244140625,6.556300163269043,101.69999694824219,4170.5
2022-04-27,73.83999633789062,1885.9000244140625,6.559500217437744,102.0199966430664,4180.25
2022-04-28,72.71499633789062,1888.699951171875,6.62529993057251,105.36000061035156,4283.5
2022-04-29,,1909.300048828125,,104.69000244140625,4127.5
2022-05-01,73.31500244140625,,6.607500076293945,,
2022-05-02,70.56500244140625,1861.800048828125,6.607500076293945,105.16999816894531,4151.0
2022-05-03,67.21489715576172,1868.800048828125,6.607399940490723,102.41000366210938,4169.25
2022-05-04,66.96499633789062,1867.0,6.607500076293945,107.80999755859375,4295.25
2022-05-05,64.79000091552734,1874.0,6.654600143432617,108.26000213623047,4143.25
2022-05-06,,1881.199951171875,,109.7699966430664,4119.5
2022-05-08,68.96499633789062,,6.665599822998047,,
2022-05-09,69.83999633789062,1857.0999755859375,6.729800224304199,103.08999633789062,3987.5
2022-05-10,69.83999633789062,1839.9000244140625,6.73360013961792,99.76000213623047,3996.75
2022-05-11,66.71499633789062,1852.5999755859375,6.720699787139893,105.70999908447266,3930.25
2022-05-12,65.08999633789062,1823.800048828125,6.785900115966797,106.12999725341797,3927.25
2022-05-13,,1807.4000244140625,,110.48999786376953,4019.75
2022-05-15,66.46499633789062,,6.788000106811523,,
2022-05-16,64.58999633789062,1813.5,6.785099983215332,114.19999694824219,4004.75
2022-05-17,64.96499633789062,1818.199951171875,6.736199855804443,112.4000015258789,4084.75
2022-05-18,64.21499633789062,1815.9000244140625,6.753399848937988,109.58999633789062,3922.75
2022-05-19,62.09000015258789,1841.199951171875,6.712100028991699,112.20999908447266,3897.75
2022-05-20,,1841.800048828125,,113.2300033569336,3899.5
2022-05-22,62.46500015258789,,6.691999912261963,,
2022-05-23,58.540000915527344,1847.800048828125,6.649799823760986,110.29000091552734,3971.75
2022-05-24,57.089900970458984,1865.0999755859375,6.6529998779296875,109.7699966430664,3940.5
2022-05-25,60.315101623535156,1846.199951171875,6.691699981689453,110.33000183105469,3976.75
2022-05-26,64.21499633789062,1847.4000244140625,6.737800121307373,114.08999633789062,4055.75
2022-05-27,,1851.300048828125,,115.06999969482422,4155.75
2022-05-29,66.46499633789062,,6.6975998878479,,
2022-05-30,64.58989715576172,,6.660299777984619,,
2022-05-31,62.71500015258789,1842.699951171875,6.6717000007629395,114.66999816894531,4131.25
2022-06-01,63.46500015258789,1843.300048828125,6.685200214385986,115.26000213623047,4099.0
2022-06-02,63.46500015258789,1866.5,6.659200191497803,116.87000274658203,4175.25
2022-06-03,,1845.4000244140625,,118.87000274658203,4107.0
2022-06-05,63.21500015258789,,6.659299850463867,,
2022-06-06,61.34000015258789,1839.199951171875,6.652900218963623,118.5,4120.5
2022-06-07,62.464900970458984,1847.5,6.6697001457214355,119.41000366210938,4158.75
2022-06-08,59.9650993347168,1851.9000244140625,6.682700157165527,122.11000061035156,4114.0
2022-06-09,57.96500015258789,1848.800048828125,6.690800189971924,121.51000213623047,4016.25
2022-06-10,,1871.5,,120.66999816894531,3899.0
2022-06-12,110.67410278320312,,6.707900047302246,,
2022-06-13,57.71500015258789,1828.0,6.753499984741211,120.93000030517578,3750.5
2022-06-14,58.34000015258789,1809.5,6.739500045776367,118.93000030517578,3736.75
2022-06-15,57.21500015258789,1815.300048828125,6.712299823760986,115.30999755859375,3789.25
2022-06-16,57.339900970458984,1845.699951171875,6.703400135040283,117.58999633789062,3668.25
2022-06-17,,1835.5999755859375,,109.55999755859375,3663.760009765625
2022-06-19,56.71500015258789,,6.715700149536133,,
2022-06-20,54.71500015258789,,6.691400051116943,,
2022-06-21,53.84000015258789,1834.5999755859375,6.688399791717529,110.6500015258789,3767.75
2022-06-22,54.96500015258789,1834.300048828125,6.701099872589111,106.19000244140625,3762.75
2022-06-23,54.46500015258789,1825.699951171875,6.697299957275391,104.2699966430664,3799.75
2022-06-24,,1826.5,,107.62000274658203,3916.25
2022-06-26,53.3650016784668,,6.688799858093262,,
2022-06-27,53.09000015258789,1820.9000244140625,6.690700054168701,109.56999969482422,3903.75
2022-06-28,53.714900970458984,1817.5,6.707300186157227,111.76000213623047,3825.5
2022-06-29,52.4650993347168,1813.699951171875,6.69980001449585,109.77999877929688,3821.25
2022-06-30,54.84000015258789,1804.0999755859375,6.698200225830078,105.76000213623047,3789.5
2022-07-01,,1798.9000244140625,,108.43000030517578,3827.25
2022-07-03,53.23749923706055,,6.700500011444092,,
2022-07-04,54.5,,6.698599815368652,,
2022-07-05,63.4650993347168,1761.800048828125,6.718800067901611,99.5,3834.0
2022-07-06,63.51499938964844,1734.9000244140625,6.706500053405762,98.52999877929688,3848.25
2022-07-07,63.040000915527344,1737.9000244140625,6.700500011444092,102.7300033569336,3905.0
2022-07-08,,1740.5999755859375,,104.79000091552734,3901.25
2022-07-10,64.86499786376953,,6.694300174713135,,
2022-07-11,60.91999816894531,1730.0,6.717199802398682,104.08999633789062,3856.75
2022-07-12,58.38999938964844,1723.300048828125,6.723299980163574,95.83999633789062,3823.75
2022-07-13,58.439998626708984,1734.199951171875,6.717599868774414,96.30000305175781,3804.5
2022-07-14,58.2400016784668,1704.5,6.755199909210205,95.77999877929688,3793.25
2022-07-15,,1702.4000244140625,,97.58999633789062,3865.0
2022-07-17,110.67410278320312,,6.756499767303467,,
2022-07-18,57.71500015258789,1709.199951171875,6.742300033569336,102.5999984741211,3833.75
2022-07-19,56.46500015258789,1710.0,6.74370002746582,104.22000122070312,3937.5
2022-07-20,54.9650993347168,1699.5,6.754899978637695,102.26000213623047,3962.5
2022-07-21,57.96500015258789,1712.699951171875,6.765600204467773,96.3499984741211,4001.25
2022-07-22,,1727.0999755859375,,94.69999694824219,3965.0
2022-07-24,58.09000015258789,,6.750500202178955,,
2022-07-25,58.46500015258789,1719.0,6.749499797821045,96.69999694824219,3970.0
2022-07-26,60.09000015258789,1717.699951171875,6.76230001449585,94.9800033569336,3923.25
2022-07-27,59.34000015258789,1719.0999755859375,6.757400035858154,97.26000213623047,4024.5
2022-07-28,62.46500015258789,1750.300048828125,6.745800018310547,96.41999816894531,4073.5
2022-07-29,,1762.9000244140625,,98.62000274658203,4133.5
2022-07-31,62.21500015258789,,6.743199825286865,,
2022-08-01,60.16999816894531,1769.0,6.7677001953125,93.88999938964844,4120.5
2022-08-02,60.790000915527344,1771.0999755859375,6.751800060272217,94.41999816894531,4093.75
2022-08-03,62.68510055541992,1758.0,6.756999969482422,90.66000366210938,4156.25
2022-08-04,61.46500015258789,1788.5,6.747799873352051,88.54000091552734,4152.25
2022-08-05,,1772.9000244140625,,89.01000213623047,4146.75
2022-08-07,60.4900016784668,,6.760900020599365,,
2022-08-08,61.84000015258789,1786.800048828125,6.749899864196777,90.76000213623047,4141.75
2022-08-09,60.439998626708984,1794.0,6.751699924468994,90.5,4124.5
2022-08-10,61.46500015258789,1795.5999755859375,6.722799777984619,91.93000030517578,4210.0
2022-08-11,60.59000015258789,1789.699951171875,6.743599891662598,94.33999633789062,4209.75
2022-08-12,,1798.5999755859375,,92.08999633789062,4281.0
2022-08-14,62.21500015258789,,6.741799831390381,,
2022-08-15,60.5,1781.4000244140625,6.771999835968018,89.41000366210938,4298.25
2022-08-16,61.46500015258789,1773.199951171875,6.787399768829346,86.52999877929688,4307.75
2022-08-17,60.46500015258789,1760.300048828125,6.779900074005127,88.11000061035156,4276.75
2022-08-18,59.96500015258789,1755.300048828125,6.784599781036377,90.5,4286.5
2022-08-19,,1747.5999755859375,,90.7699966430664,4231.5
2022-08-21,59.46500015258789,,6.815700054168701,,
2022-08-22,60.09000015258789,1734.0,6.847899913787842,90.2300033569336,4141.25
2022-08-23,60.21500015258789,1746.800048828125,6.833600044250488,93.73999786376953,4130.5
2022-08-24,59.790000915527344,1747.800048828125,6.858500003814697,94.88999938964844,4142.75
2022-08-25,60.34000015258789,1757.699951171875,6.848299980163574,92.5199966430664,4201.0
2022-08-26,,1736.0999755859375,,93.05999755859375,4059.5
2022-08-28,60.26499938964844,,6.870800018310547,,
2022-08-29,61.71500015258789,1736.5999755859375,6.9070000648498535,97.01000213623047,4031.25
2022-08-30,59.96500015258789,1723.199951171875,6.910799980163574,91.63999938964844,3987.5
2022-08-31,60.09000015258789,1712.800048828125,6.888899803161621,89.55000305175781,3956.5
2022-09-01,60.17499923706055,1696.5999755859375,6.9054999351501465,86.61000061035156,3968.75
2022-09-02,,1709.800048828125,,86.87000274658203,3924.5
2022-09-04,60.17499923706055,,6.89900016784668,,
2022-09-05,60.974998474121094,,6.93310022354126,,
2022-09-06,61.2400016784668,1700.4000244140625,6.953100204467773,86.87999725341797,3910.5
2022-09-07,64.26490020751953,1715.300048828125,6.9653000831604,81.94000244140625,3980.0
2022-09-08,61.46500015258789,1708.0,6.956500053405762,83.54000091552734,4005.5
2022-09-09,,1716.199951171875,,86.79000091552734,4067.25
2022-09-11,62.185001373291016,,6.92549991607666,,
2022-09-12,59.625,1728.0999755859375,6.925000190734863,87.77999877929688,4110.75
2022-09-13,58.5,1705.0,6.924099922180176,87.30999755859375,3931.25
2022-09-14,59.689998626708984,1696.5,6.960999965667725,88.4800033569336,3947.5
2022-09-15,59.59000015258789,1665.4000244140625,6.993000030517578,85.0999984741211,3902.0
2022-09-16,,1671.699951171875,,85.11000061035156,3871.239990234375
2022-09-18,59.5,,6.979000091552734,,
2022-09-19,60.040000915527344,1666.199951171875,7.0055999755859375,85.7300033569336,3917.25
2022-09-20,60.400001525878906,1659.699951171875,7.017199993133545,84.44999694824219,3872.75
2022-09-21,61.564998626708984,1664.5999755859375,7.047900199890137,82.94000244140625,3806.25
2022-09-22,61.46500015258789,1670.800048828125,7.076600074768066,83.48999786376953,3772.0
2022-09-23,,1645.300048828125,,78.73999786376953,3709.0
2022-09-25,57.21500015258789,,7.127399921417236,,
2022-09-26,58.46500015258789,1623.300048828125,7.1479997634887695,76.70999908447266,3670.0
2022-09-27,58.8650016784668,1626.699951171875,7.176799774169922,78.5,3661.0
2022-09-28,58.41510009765625,1660.4000244140625,7.198999881744385,82.1500015258789,3732.0
2022-09-29,57.46500015258789,1658.5,7.123899936676025,81.2300033569336,3654.25
2022-09-30,,1662.4000244140625,,79.48999786376953,3601.5
2022-10-02,60.21500015258789,,7.114999771118164,,
2022-10-03,57.9900016784668,1692.9000244140625,7.1149001121521,83.62999725341797,3690.25
2022-10-04,58.9900016784668,1721.0999755859375,7.114999771118164,86.5199966430664,3803.25
2022-10-05,61.28990173339844,1711.4000244140625,7.114999771118164,87.76000213623047,3794.0
2022-10-06,60.4900016784668,1711.699951171875,7.114999771118164,88.44999694824219,3756.75
2022-10-07,,1700.5,,92.63999938964844,3653.25
2022-10-09,64.33499908447266,,7.114999771118164,,
2022-10-10,61.96500015258789,1667.300048828125,7.153600215911865,91.12999725341797,3625.25
2022-10-11,64.125,1678.699951171875,7.164400100708008,89.3499984741211,3599.25
2022-10-12,63.689998626708984,1670.300048828125,7.174099922180176,87.2699966430664,3588.5
2022-10-13,63.964900970458984,1670.0,7.16949987411499,89.11000061035156,3681.75
2022-10-14,,1641.699951171875,,85.61000061035156,3597.5
2022-10-16,62.6150016784668,,7.190000057220459,,
2022-10-17,62.01499938964844,1657.0,7.195499897003174,85.45999908447266,3689.25
2022-10-18,62.26499938964844,1649.0,7.2006001472473145,82.81999969482422,3732.75
2022-10-19,60.96500015258789,1627.5,7.22730016708374,85.55000305175781,3707.25
2022-10-20,61.6150016784668,1630.800048828125,7.215799808502197,85.9800033569336,3675.25
2022-10-21,,1651.0,,85.05000305175781,3764.0
2022-10-23,61.6150016784668,,7.242800235748291,,
2022-10-24,61.21500015258789,1648.699951171875,7.261899948120117,84.58000183105469,3809.25
2022-10-25,62.21500015258789,1652.800048828125,7.303800106048584,85.31999969482422,3870.25
2022-10-26,61.2400016784668,1664.0,7.171899795532227,87.91000366210938,3841.0
2022-10-27,61.290000915527344,1660.699951171875,7.22790002822876,89.08000183105469,3819.5
2022-10-28,,1639.5999755859375,,87.9000015258789,3911.25
2022-10-31,61.4900016784668,1635.9000244140625,7.251399993896484,86.52999877929688,3883.0
2022-11-01,62.01499938964844,1645.0,7.301799774169922,88.37000274658203,3866.0
2022-11-02,61.714900970458984,1645.699951171875,7.276599884033203,90.0,3768.75
2022-11-03,61.665000915527344,1627.300048828125,7.288700103759766,88.16999816894531,3727.75
2022-11-04,62.314998626708984,1672.5,7.30079984664917,92.61000061035156,3779.5
2022-11-07,61.96500015258789,1676.5,7.175099849700928,91.79000091552734,3815.25
2022-11-08,63.165000915527344,1712.0999755859375,7.228799819946289,88.91000366210938,3835.25
2022-11-09,60.939998626708984,1710.0999755859375,7.248199939727783,85.83000183105469,3755.5
2022-11-10,61.6150016784668,1750.300048828125,7.240799903869629,86.47000122070312,3961.0
2022-11-11,60.71500015258789,1766.0,7.1859002113342285,88.95999908447266,4000.25
2022-11-14,60.51499938964844,1773.5999755859375,7.107100009918213,85.87000274658203,3966.0
2022-11-15,59.53499984741211,1773.800048828125,7.07289981842041,86.91999816894531,3999.5
2022-11-16,61.3651008605957,1773.0,7.043000221252441,85.58999633789062,3968.5
2022-11-17,60.7400016784668,1760.800048828125,7.087200164794922,81.63999938964844,3955.25
2022-11-18,60.3650016784668,1751.9000244140625,7.156199932098389,80.08000183105469,3974.0
2022-11-21,60.814998626708984,1737.4000244140625,7.118899822235107,79.7300033569336,3958.0
2022-11-22,60.625,1738.300048828125,7.1641998291015625,80.94999694824219,4010.25
2022-11-23,60.630001068115234,1744.9000244140625,7.1392998695373535,77.94000244140625,4033.0
2022-11-24,60.76499938964844,,7.165800094604492,,
2022-11-25,60.33000183105469,1753.300048828125,7.150300025939941,76.27999877929688,4032.5
2022-11-28,60.46500015258789,1740.0999755859375,7.170499801635742,77.23999786376953,3970.25
2022-11-29,61.814998626708984,1748.4000244140625,7.207099914550781,78.19999694824219,3962.0
2022-11-30,60.810001373291016,1746.0,7.15939998626709,80.55000305175781,4081.25
2022-12-01,60.9900016784668,1801.0999755859375,7.076200008392334,81.22000122070312,4081.75
2022-12-02,61.18000030517578,1795.9000244140625,7.043700218200684,79.9800033569336,4075.5
2022-12-05,60.51499938964844,1767.4000244140625,7.023900032043457,76.93000030517578,4003.25
2022-12-06,60.51499938964844,1769.300048828125,6.960899829864502,74.25,3945.0
2022-12-07,60.51499938964844,1785.5,6.994900226593018,72.01000213623047,3936.75
2022-12-08,63.464900970458984,1788.699951171875,6.972599983215332,71.45999908447266,3965.75
2022-12-09,63.3650016784668,1798.0999755859375,6.966300010681152,71.0199966430664,3936.25
2022-12-12,62.47999954223633,1780.5,6.956600189208984,73.16999816894531,3991.75
2022-12-13,62.625,1813.9000244140625,6.976500034332275,75.38999938964844,4022.25
2022-12-14,63.18000030517578,1807.5,6.943399906158447,77.27999877929688,3998.0
2022-12-15,64.71499633789062,1777.199951171875,6.949900150299072,76.11000061035156,3897.0
2022-12-16,64.61499786376953,1790.0,6.9721999168396,74.29000091552734,3871.469970703125
2022-12-19,64.83999633789062,1787.699951171875,6.972099781036377,75.19000244140625,3845.5
2022-12-20,69.71499633789062,1815.9000244140625,6.978600025177002,76.08999633789062,3849.25
2022-12-21,69.25,1815.9000244140625,6.9608001708984375,78.29000091552734,3905.75
2022-12-22,73.21499633789062,1787.0,6.980599880218506,77.48999786376953,3849.25
2022-12-23,68.21499633789062,1795.9000244140625,6.982999801635742,79.55999755859375,3869.75
2022-12-26,70.21499633789062,,6.988699913024902,,
2022-12-27,68.33000183105469,1814.800048828125,6.96120023727417,79.52999877929688,3855.0
2022-12-28,69.96499633789062,1807.9000244140625,6.959000110626221,78.95999908447266,3807.5
2022-12-29,72.71499633789062,1819.5,6.97760009765625,78.4000015258789,3871.75
2022-12-30,73.96499633789062,1819.699951171875,6.963099956512451,80.26000213623047,3861.0
2023-01-02,73.71499633789062,,6.896900177001953,,
2023-01-03,70.99549865722656,1839.699951171875,6.89709997177124,76.93000030517578,3846.0
2023-01-04,73.01499938964844,1852.800048828125,6.914100170135498,72.83999633789062,3874.5
2023-01-05,72.46499633789062,1834.800048828125,6.887800216674805,73.66999816894531,3829.0
2023-01-06,72.11499786376953,1864.199951171875,6.881499767303467,73.7699966430664,3915.5
2023-01-09,72.46499633789062,1872.699951171875,6.837399959564209,74.62999725341797,3913.75
2023-01-10,69.87999725341797,1871.5999755859375,6.770999908447266,75.12000274658203,3940.75
2023-01-11,69.63999938964844,1874.5999755859375,6.777400016784668,77.41000366210938,3990.0
2023-01-12,69.11900329589844,1895.5,6.769000053405762,78.38999938964844,4003.5
2023-01-13,67.75,1918.4000244140625,6.737800121307373,79.86000061035156,4018.25
2023-01-16,65.96499633789062,,6.7017998695373535,,
2023-01-17,68.71499633789062,1907.199951171875,6.732500076293945,80.18000030517578,4009.5
2023-01-18,68.46499633789062,1904.4000244140625,6.77239990234375,79.4800033569336,3945.75
2023-01-19,68.71499633789062,1922.0999755859375,6.747099876403809,80.33000183105469,3915.5
2023-01-20,69.36499786376953,1926.4000244140625,6.7758002281188965,81.30999755859375,3988.5
2023-01-23,68.21499633789062,1927.0999755859375,6.782599925994873,81.62000274658203,4036.5
2023-01-24,68.94499969482422,1933.9000244140625,6.7829999923706055,80.12999725341797,4032.75
2023-01-25,69.41500091552734,1941.199951171875,6.7835001945495605,80.1500015258789,4032.0
2023-01-26,69.19499969482422,1929.0999755859375,6.782899856567383,81.01000213623047,4075.5
2023-01-27,69.46499633789062,1928.5999755859375,6.78249979019165,79.68000030517578,4084.25
2023-01-30,70.69249725341797,1922.9000244140625,6.782400131225586,77.9000015258789,4032.5
2023-01-31,69.87999725341797,1929.5,6.747799873352051,78.87000274658203,4090.0
2023-02-01,70.55000305175781,1927.800048828125,6.753600120544434,76.41000366210938,4132.25
2023-02-02,69.9000015258789,1916.300048828125,6.740799903869629,75.87999725341797,4191.5
2023-02-03,75.03099822998047,1862.9000244140625,6.731500148773193,73.38999938964844,4147.75
2023-02-06,70.61499786376953,1866.199951171875,6.774199962615967,74.11000061035156,4123.5
2023-02-07,71.4749984741211,1871.699951171875,6.794000148773193,77.13999938964844,4175.75
2023-02-08,72.0999984741211,1877.4000244140625,6.791200160980225,78.47000122070312,4130.5
2023-02-09,73.22100067138672,1866.199951171875,6.7881999015808105,78.05999755859375,4091.75
2023-02-10,73.00499725341797,1862.800048828125,6.779699802398682,79.72000122070312,4099.75
2023-02-13,73.07499694824219,1851.9000244140625,6.808300018310547,80.13999938964844,4147.25
2023-02-14,74.06400299072266,1854.0,6.821899890899658,79.05999755859375,4145.5
2023-02-15,73.56500244140625,1834.199951171875,6.825900077819824,78.58999633789062,4158.25
2023-02-16,73.96499633789062,1842.0,6.851900100708008,78.48999786376953,4099.75
2023-02-17,74.68000030517578,1840.4000244140625,6.8597002029418945,76.33999633789062,4087.5
2023-02-20,73.96499633789062,,6.857600212097168,,
2023-02-21,75.46399688720703,1833.0,6.854100227355957,76.16000366210938,4005.75
2023-02-22,74.61499786376953,1832.0,6.872499942779541,73.94999694824219,3999.0
2023-02-23,74.86499786376953,1818.0,6.891300201416016,75.38999938964844,4018.75
2023-02-24,75.36499786376953,1808.800048828125,6.9070000648498535,76.31999969482422,3975.75
2023-02-27,75.9800033569336,1817.0,6.954999923706055,75.68000030517578,3988.0
2023-02-28,74.61499786376953,1828.9000244140625,6.943900108337402,77.05000305175781,3975.5
